t,rec_type,dogsonleash,dogsoffleash,horses,n_humans,dataset,elevation,slope,terrain_ruggedness,aspect_radians,snow_annual,barren,conif_open,herbaceous,shrub,dtown_m,droad_m,trail01_formal,trail01_informal,road01_paved,road01_unpaved,disturbance_bv,disturbance_bc,dwater_m,humans_per_day,biker_01,skier_01,vehicle_01,site_name
3495.6051967592593,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3495.6584953703705,Horse Rider,0,1,1,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3496.7404745370372,Hiker,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3497.5641666666666,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3497.8468055555554,Hiker,0,2,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.3391203703704,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.3672916666665,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.3922337962963,Hiker,0,2,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.454178240741,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.457986111111,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4688425925924,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4703125,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4704282407406,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.472233796296,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.472835648148,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.47375,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4747337962963,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.475659722222,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4774305555557,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.479085648148,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.479953703704,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.480428240741,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.482407407407,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.485891203704,Hiker,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4883449074073,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.488715277778,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.49,Hiker,0,0,0,4,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.4919212962964,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.493263888889,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.494837962963,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.494849537037,Hiker,0,0,0,8,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.498587962963,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.500300925926,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.5008796296297,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.5038078703706,Hiker,1,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.5081712962965,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.509386574074,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.5155439814816,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.527199074074,Hiker,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.528449074074,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.5392592592593,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.545335648148,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.5490277777776,Hiker,1,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.549398148148,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3498.563553240741,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.3284722222224,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.3561226851853,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.438275462963,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.440451388889,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.44125,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.446365740741,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.447638888889,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.449189814815,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.453078703704,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4539930555557,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4548842592594,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4575,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4624189814813,Hiker,0,0,0,5,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.464340277778,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.466261574074,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4683796296295,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.468449074074,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4691666666668,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.470185185185,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.470196759259,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4721064814817,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4721180555557,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.475127314815,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4769212962965,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4778472222224,Hiker,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.479409722222,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.482974537037,Hiker,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.483946759259,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4839583333332,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.485451388889,Runner,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.486828703704,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4891550925927,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4917708333332,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.492037037037,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4922916666665,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4946875,Runner,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4947337962963,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4994444444446,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.4997106481483,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.501840277778,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.507777777778,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5080324074074,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.511469907407,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5133333333333,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.519282407407,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5281481481484,Hiker,0,0,0,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.528634259259,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5296527777778,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5299537037035,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5405555555553,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5409375,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.5565162037037,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.6393287037035,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3499.6457986111113,Hiker,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3505.4455324074074,Horse Rider,0,0,1,3,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3506.4338310185185,Horse Rider,0,0,1,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3514.735358796296,Runner,0,0,0,1,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
3522.681064814815,Hiker,0,0,0,2,CATS,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,FALSE,FALSE,FALSE,camera_14
