t,rec_type,dogsonleash,dogsoffleash,horses,n_humans,dataset,elevation,slope,terrain_ruggedness,aspect_radians,snow_annual,barren,conif_open,herbaceous,shrub,dtown_m,droad_m,trail01_formal,trail01_informal,road01_paved,road01_unpaved,disturbance_bv,disturbance_bc,dwater_m,biker_01,skier_01,vehicle_01,site_name
4587.8632986111115,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4587.884756944444,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4881.1921064814815,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4890.505416666667,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4891.30863425926,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4918.139953703704,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4928.883449074074,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4929.2385185185185,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4956.285590277777,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
5652.899247685185,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4532.952511574074,grizzly bear,0,0,0,3,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
4547.629166666667,grizzly bear,0,0,0,1,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
4862.511284722223,grizzly bear,0,0,0,2,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
4875.2202777777775,grizzly bear,0,0,0,2,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
4913.266168981481,grizzly bear,0,0,0,3,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
4913.288217592592,grizzly bear,0,0,0,3,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
4934.972384259259,grizzly bear,0,0,0,1,BYK,1624,7,2.375,3.10712362591701,13.6697340011597,0,0,0,1,9356.7529416568,3.39820105616081,0,0,1,0,0,0,904.488830566406,FALSE,FALSE,FALSE,camera_9
