t,rec_type,dogsonleash,dogsoffleash,horses,n_humans,dataset,elevation,slope,terrain_ruggedness,aspect_radians,snow_annual,barren,conif_open,herbaceous,shrub,dtown_m,droad_m,trail01_formal,trail01_informal,road01_paved,road01_unpaved,disturbance_bv,disturbance_bc,dwater_m,biker_01,skier_01,vehicle_01,site_name
3083.147916666667,Grizzly Bear,0,0,0,1,CATS,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,FALSE,FALSE,FALSE,camera_2
3508.3201041666666,Grizzly Bear,0,0,0,2,CATS,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,FALSE,FALSE,FALSE,camera_2
4664.579641203703,Grizzly Bear,0,0,0,1,CATS,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,FALSE,FALSE,FALSE,camera_2
4669.721666666666,Grizzly Bear,0,0,0,1,CATS,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,FALSE,FALSE,FALSE,camera_2
5243.840092592593,Grizzly Bear,0,0,0,3,CATS,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,FALSE,FALSE,FALSE,camera_2
5358.926666666666,Grizzly Bear,0,0,0,1,CATS,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,FALSE,FALSE,FALSE,camera_10
5658.959664351852,Grizzly Bear,0,0,0,1,CATS,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,FALSE,FALSE,FALSE,camera_10
2724.6694444444443,Grizzly Bear,0,0,0,3,CATS,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,FALSE,FALSE,FALSE,camera_11
3424.885300925926,Grizzly Bear,0,0,0,1,CATS,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,FALSE,FALSE,FALSE,camera_11
3803.217175925926,Grizzly Bear,0,0,0,2,CATS,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,FALSE,FALSE,FALSE,camera_11
4913.386631944444,Grizzly Bear,0,0,0,3,CATS,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,FALSE,FALSE,FALSE,camera_11
2031.7715277777777,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2034.8777777777775,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2048.7159722222223,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2089.891666666667,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2103.3541666666665,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2327.7859606481484,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2390.8793055555557,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2407.7810185185185,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2435.396400462963,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2453.612291666667,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2699.318865740741,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2719.4490162037036,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2738.79,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2763.715625,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
3092.5061458333334,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
3098.1549537037035,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
3145.4242939814817,grizzly bear,0,0,0,1,BYK,1925,2,4.625,1.24904572074865,25.123514175415,0,1,0,0,16974.2060739785,8802.63599360186,1,0,0,0,0,1,2439.61059570312,FALSE,FALSE,FALSE,camera_6
2806.796828703704,grizzly bear,0,0,0,2,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3091.43625,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3092.8532060185184,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3095.8547800925926,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3111.9511689814813,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3160.363715277778,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3160.906898148148,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3162.4578009259258,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3188.3469675925926,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3200.790150462963,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3437.2527777777777,grizzly bear,0,0,0,2,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3438.9894907407406,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3443.9489583333334,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3467.2469097222224,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3515.2400694444445,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3538.4461574074076,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3544.5224074074076,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3547.310949074074,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3550.741712962963,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3560.294837962963,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3818.8831944444446,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3823.8668055555554,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3833.840625,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
3835.741342592592,grizzly bear,0,0,0,1,BYK,2009,6,0.75,6.1725283007257,26.1257553100586,0,1,0,0,26968.4012974977,4032.45770935769,1,0,0,0,0,0,2193.28515625,FALSE,FALSE,FALSE,camera_12
5610.7950925925925,grizzly bear,0,0,0,1,BYK,1517,16,4.5,2.78282197786257,9.21365451812744,0,0,0,0,1256.6363179652,184.624221885756,0,0,0,0,0,0,913.892761230469,FALSE,FALSE,FALSE,camera_3
5631.235023148148,grizzly bear,0,0,0,1,BYK,1517,16,4.5,2.78282197786257,9.21365451812744,0,0,0,0,1256.6363179652,184.624221885756,0,0,0,0,0,0,913.892761230469,FALSE,FALSE,FALSE,camera_3
5634.350891203704,grizzly bear,0,0,0,1,BYK,1517,16,4.5,2.78282197786257,9.21365451812744,0,0,0,0,1256.6363179652,184.624221885756,0,0,0,0,0,0,913.892761230469,FALSE,FALSE,FALSE,camera_3
5698.7520138888885,grizzly bear,0,0,0,1,BYK,1517,16,4.5,2.78282197786257,9.21365451812744,0,0,0,0,1256.6363179652,184.624221885756,0,0,0,0,0,0,913.892761230469,FALSE,FALSE,FALSE,camera_3
3781.5985416666663,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
3814.2122685185186,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
3816.873449074074,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
3820.8620833333334,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
3832.824699074074,grizzly bear,0,0,0,2,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
3856.377337962963,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4187.338564814815,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4195.863472222222,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4206.463564814815,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4514.264965277778,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4530.812847222222,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4563.568171296296,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
4569.523518518518,grizzly bear,0,0,0,1,BYK,1438,2,3.875,6.28318530717959,9.20075607299805,0,0,0,0,16531.0772359751,306.586821959122,1,0,0,0,0,0,517.880310058594,FALSE,FALSE,FALSE,camera_15
